sentence_id	sentence	locale	reason
01427cd6f98d79729a38ff26d4856f9e1b9ea301788bfa36e4730943e1516653	همچو چیزی پبش از این ندیده بودم	fa	grammar-or-spelling
c22c6bd7ce9a62abdd4440daeaafe24e5dcb14ee0814db977a1b1df3e08ac468	رویدادهایی که به جنگ منتهی شد	fa	grammar-or-spelling
c791e77cf9452a9cb2521579494763458088897dbb9bec2efeab8b45b9160952	محالفت	fa	grammar-or-spelling
adb7923bbfbec0facddb564e1fd3e5b59fbd00c489a45c7d5ed83bdee644bb37	????? ???? ??? ????	fa	grammar-or-spelling
01042d3aec0e2b6504a4efa42a79fa09b360edad5a2b266c6fe0c6a5c14f3a8f	س‍ﮩ‍یلی	fa	difficult-pronounce
a51d43c0e3444cc0d1bcdfc3a9a4dac2b63968fc448d6bb0c267d4c9f9d9606c	???? ??? ??? ??? ?????? ???	fa	grammar-or-spelling
00f42bfe477b475f5d9483ae4592c3baee656cccc1a5a9517c0e703282fa3a83	فرو تنی	fa	grammar-or-spelling
00db2e06870225476724ab9be0182db977503686992d76be510e033dfa4ebe0e	ودص	fa	grammar-or-spelling
b2bbda7ce84742d29c9849420bdcbb9af638e7b58157790ba0151e8a25cf7cb9	??? ?? ???? ??	fa	grammar-or-spelling
0124da7883ffbef934e93d907c53caaa187086792dc947b96006301f8619a094	مرکورکرم	fa	difficult-pronounce
0124da7883ffbef934e93d907c53caaa187086792dc947b96006301f8619a094	مرکورکرم	fa	grammar-or-spelling
013fd51950f2fee074702175c8a9c8a4224a147523321fc3b4f16104330a2280	قورى	fa	grammar-or-spelling
013b4170485c093a6823d60438afa7d7b64e24965d274b5813826f86da6e3aea	رهین منت بودن	fa	difficult-pronounce
0139d80f23b35ee689a0f1fd013c942a7511a716125224c2f2bdd94d57b3e335	بپایان رسیدن	fa	grammar-or-spelling
00db2e06870225476724ab9be0182db977503686992d76be510e033dfa4ebe0e	ودص	fa	grammar-or-spelling
0138fad627b19dbddb09e1d51f8b8286e3bfff0f7cd599267f2398fb9d99b043	علی‍ﮩ‍ا	fa	grammar-or-spelling
c7a74b9bf221841c4da78f6d7bb2e096dc3cd93149de0c819e34b72db39ae3b6	با چکش گوه را به درون کنده راندن	fa	offensive-language
4c29cb582f9e9ba98f487552b1320b77d054f42b68c112446eb2de37b9860b95	???? ?????? ? ????? ???? ????.	fa	grammar-or-spelling
fdccf280c54af6b638a38f9183cf0d9d47030fe18e024bb136ea7014127bd529	??? ???? ??? ???.	fa	grammar-or-spelling
0158cd95dbe8de3bc24a5ff7b9e2c7c43a41b547c434f61a54958bebe4d751b0	یا اینرا از من بخرید یا مال خودرا بمن فروشید	fa	grammar-or-spelling
c7dd976ecedbea8fee5ee91612ef4cee8eba27a0f3a360925c93dd05604fdc1c	زن از راه دررفته، زن خراب	fa	offensive-language
caed041285f0faa1e2baedf83c5183759337bff0fce0099ca5e0d27d1bdb6a6c	او سر برادر خودش هم کلاه گذاشت.	fa	grammar-or-spelling
ba3d9fc12dada1784213751528fc915c9091384c4ab05c24b2cea1ed01838b25	تفشه است که ایستگاه آتش‌نشانی آتش گرفت‌!	fa	grammar-or-spelling
a7e73a73bc9a646df8e60f9a6471531c878c510db84e3dcf34b9cc4e72f7dc21	???? ?????? ???? ??????	fa	grammar-or-spelling
a51d43c0e3444cc0d1bcdfc3a9a4dac2b63968fc448d6bb0c267d4c9f9d9606c	???? ??? ??? ??? ?????? ???	fa	grammar-or-spelling
010cfd1343f38bdb6e3a97df5739adb8760c46541f48db6dcd757becc69ae308	سالی که نکواست ازب‍هارش پیدا‌است	fa	grammar-or-spelling
b2bbda7ce84742d29c9849420bdcbb9af638e7b58157790ba0151e8a25cf7cb9	??? ?? ???? ??	fa	grammar-or-spelling
b94db6370e038c3f3fe5af45c23d3a5bf04bac509ae6d1bb18c1abc3553755dc	??? ??? ???????? ????? ???	fa	grammar-or-spelling
b2bbda7ce84742d29c9849420bdcbb9af638e7b58157790ba0151e8a25cf7cb9	??? ?? ???? ??	fa	grammar-or-spelling
adb7923bbfbec0facddb564e1fd3e5b59fbd00c489a45c7d5ed83bdee644bb37	????? ???? ??? ????	fa	different-language
01623af978c3b5c572eb6272e373a121fd652a44c5925265d0e7b5da1bc462d1	مقاومت سیالات در برابر حرکت را گرانروی میگویند.	fa	grammar-or-spelling
bac470d7e0e59efe020b612a19630300a775fa5f848c7e0b900dee6b6afe16d2	مجامعت بدود رعایت آئین عروسی	fa	difficult-pronounce
c8adb03bca8aa4adc71820b053f614855aeaf8bb1d6696b3222612af7fcd1519	آن تبهکار با نجات دادن کودک مغروق خود را مقرب کرد.	fa	difficult-pronounce
4c29cb582f9e9ba98f487552b1320b77d054f42b68c112446eb2de37b9860b95	???? ?????? ? ????? ???? ????.	fa	grammar-or-spelling
c03803bd70953c041c0e193c97a6620801cbeb627f57f4bdb895145f8116d65e	صدای سنگین غرم غرم تندر	fa	difficult-pronounce
0124da7883ffbef934e93d907c53caaa187086792dc947b96006301f8619a094	مرکورکرم	fa	difficult-pronounce
cba93050a1c1589e10be3b9605925addb2efb76ee2ed67427136477837e8c179	به خیر گذشت‌; ماشین درست از پهلویم رد شد.	fa	grammar-or-spelling
cba93050a1c1589e10be3b9605925addb2efb76ee2ed67427136477837e8c179	به خیر گذشت‌; ماشین درست از پهلویم رد شد.	fa	different-language
